Leftcontext	Match	Rightcontext	Measurecase	Kindlemma	Kindgender	Kindcase	Kindfreq	Measurelemma	Measuregender	Measurenumber	Measureclass	Measurefreq	Minus1pos	Genitives	Badness	Url	Originalsort
Wein haben wir zwar bekommen , Croissants nicht , und wir haben jede	Menge anderen Kram	gekauft , den wir nicht unbedingt brauchen .	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	7	2	http://www.womo-weltenbummler.de/Jakobsweg_2007/jakobsweg_rueckfahrt.htm	2762
Die Gulaschstücke sind aus Weizeneiweiss und Tofu ( scheint also ne Mischung aus Saitan und Tofu zu sein ) , ansonsten sind halt noch Paprika drin ( ach was :zahn: ) und jede	Menge anderer Kram	.	Nom	Kram	Masc	Nom	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	7	5	http://www.ioff.de/archive/index.php/t-372720.html	2765
Bin trotzdem kein Freak oder sowas und interessiere mich auch für jede	Menge anderen Kram	...	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	6	7	http://board.protecus.de/t579-2.htm	2766
Da steht aber auch jede	Menge anderer Kram	an den sich viele nicht halten .	Nom	Kram	Masc	Nom	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.triathlon-szene.de/forum/archive/index.php/t-2585.html	2767
Das Weiß weicht und zum Vorschein kommen nicht nur wieder Wege , Straßen , Grünflächen und Bäume , sondern auch jede	Menge anderer Kram	.	Nom	Kram	Masc	Nom	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.helmstedter-sonntag.de/blog-blick/index.php	2770
Man nehme sechs verrückte Schweden , ein paar Synthesizer , ne Gitarre , Kuhglocken und jede	Menge anderen Kram	für gute Percussion und erhalte " Momoism " , eine Schatztruhe voller genialer Beats und berauschender Melodien .	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	3	4	http://www.crazewire.de/rezensionen/momofoko/momoism/2389/	2771
Also ich hab ' den Backgrounder , SBsettings und noch jede	Menge anderen Kram	laufen , da wäre ich richtig froh wenn mein 3 G mit 3.1.2 so schnell reagieren würde wie sein iOS 4 Gerät ...	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	6	5	http://www.iphone-ticker.de/ios-4-0-geschwindigkeitseinbusen-fur-iphone-3g-nutzer-video-11703/	2773
Erstens gibt 's davon genug im Forum ( untote Geisterschiffe , Sekten , und jede	Menge Asiatischen Kram	) und zweitens habe ich noch keine Idee dafür .	Nom	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.tabletopwelt.de/forum/archive/index.php/t-9078.html	2782
Der Typ spachtelte so ziemlich alles , was laut Lehrbuch vor dem Wettkampf eigentlich verboten ist : Vollkornbrötchen , Joghurt und noch jede	Menge anderen Kram	vom reichhaltigen Frühstücksbüffet .	Nom	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.jahreslauf.de/duesseld2004.html	2784
Mir hat zum Beispiel die kostenlose Testversion von TuneUp Utilities wieder einen schnelleren Rechner verschafft und nebenbei noch jede	Menge unnützen Kram	aufgespürt , der sinnlosen Platz gebraucht hat .	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	7	6	http://www.nettop-news.de/2011/08/27/qa-wieso-ist-bei-meinem-pc-so-viel-speicherplatz-belegt-obwohl-das-gar-nicht-sein-kann/	2788
Aber da sich Dreilaenderecke schlecht souveniermaessig darstellen lassen , gibt es jede	Menge anderen Kram	, wie Buddhastatuen , T-Shirts , Postkarten und Schmuck .	Acc	Kram	Masc	Acc	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	6	5	http://www.keine-eile.de/reiseberichte/thailand2/chiangsaen.html	2792
Schlecht für die Terroristen , dass McClanes Frau darunter ist : Um sie aus den Händen der Schurken zu befreien , geht der tapfere Cop bis weit über die Schmerzgrenze - und wenn es sein muss über jede	Menge zersplittertes Glas	.	Acc	Glas	Neut	Nomacc	4.5971047584	Menge	Fem	Sg	Amount	5.093591167	Piat	6	3	http://www.cidm.de/archive/index.php/t-3086.html	2964
War auch für mich der Grund eine D 200 zu erwerben , da noch jede	Menge altes Glas	vorhanden .	Nom	Glas	Neut	Nomacc	4.5971047584	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.nikoninfo.de/forum/archive/index.php?t-32199.html	2971
:heul: Dafür gab 's dann aber jede	Menge neuen Stoff	.	Acc	Stoff	Masc	Acc	4.6795696098	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.ioff.de/archive/index.php/t-274479-p-38.html	3003
Ergänzung Patrick Breitenbach : Das Internetformat bietet jede	Menge provokativen Stoff	, der im TV sicherlich so nie gesendet werden würde .	Acc	Stoff	Masc	Acc	4.6795696098	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.werbeblogger.de/2008/08/31/ulmentv-mein-neuer-freund-wandert-ins-internet/	3010
Eine neu formierte , schillernde Truppe aus der Schweizer Kabarett-Szene hat in den Akten des Jahres gewühlt und daraus jede	Menge satirischen Stoff	und geistreiches Liedgut gewonnen .	Acc	Stoff	Masc	Acc	4.6795696098	Menge	Fem	Sg	Amount	5.093591167	Piat	4	4	http://www.rapperswil-jona.ch/de/verwaltung/aktuellesinformationen/welcome.php?action=showinfo%26info_id=199364%26ls=0%26sq=%26kategorie_id=%26date_from=%26date_to=	3036
Aber es gäbe sicherlich noch jede	Menge guten Stoff	!	Acc	Stoff	Masc	Acc	4.6795696098	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.comicforum.de/archive/index.php/t-82026.html	3052
Und ich habe jede	Menge verbrannte Erde	hinterlassen .	Acc	Erde	Fem	Str	4.9589249285	Menge	Fem	Sg	Amount	5.093591167	Piat	7	5	http://www.gala.de/stars/interview/163616/Anne-Hathaway-Liebe-auf-den-ersten-Blick-Eine-schoene-Idee.html	3198
Diese sind unterbunden , wenn Sie verfüllt haben - jede	Menge loses Salz	- , auch Barrieren .	Nom	Salz	Neut	Nomacc	4.3573668452	Menge	Fem	Sg	Amount	5.093591167	Piat	6	2	http://www.anti-atom-aktuell.de/untersuchungsausschuss/html/004oe-plus.htm	3624
Sie wissen doch wohl hoffentlich , dass es auch zu diesem Kult jede	Menge schmutzige Wäsche	zu waschen gibt ( Kreuzzüge , Hexenverbrennung , Ablasszahlungen , Judenverrat im 3. Reich sind wohl die bekanntesten Dinge ) .	Acc	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	5	3	http://www.agpf.de/Leserbriefe-zu-AGPFde.htm	3688
Hier gibt es jede	Menge schmutzige Wäsche	...	Acc	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	2	6	http://www.kugelerde.de/archive/Orte-der-Filmgeschichte-t4007-2.html	3712
Der Streit eskaliert , es wird von Scheidung gesprochen und jede	Menge schmutzige Wäsche	gewaschen .	Nom	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	3	2	http://jennys-leseecke.de/kategorie/rezensionen/page/2/	3724
Wir haben nicht nur den ganzen Block , wir waschen da auch jede	Menge schmutzige Wäsche	.	Acc	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	3	1	http://www.multitrudi.de/1325/waesche01.php	3732
Direkt mit Kohle wollte er die Kessel des Kraftwerkes nicht beschicken , denn für jede	Tonne verkaufte Kohle	hielt das Kohlensyndikat die Hand auf .	Acc	Kohle	Fem	Str	4.2878017299	Tonne	Fem	Sg	Weight	4.4352549304	Piat	2	6	http://www.dm-aktie.de/dmaktien/rwe.html	3806
Und da ist jede	Menge irisches Blut	drin , sicherlich auch im Abgang samtige Kilkennys oder Guinesshopfenextrakte .	Nom	Blut	Neut	Nomacc	4.7108431222	Menge	Fem	Sg	Amount	5.093591167	Piat	3	4	http://www.radiobremen.de/bremenvier/musik/album-der-woche/reagarvey258.html	3864
Ansonsten : zerrissene Haut und jede	Menge geronnenes Blut	.	Nom	Blut	Neut	Nomacc	4.7108431222	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.lyrikwelt.de/gedichte/hochgattererg3.htm	3903
Oder einfach nicht mehr öffneten , wenn sie sollten , was gerade an Samstagen und zu Weihnachten für Staus , Gehupe und jede	Menge böses Blut	unter den Menschen sorgte .	Acc	Blut	Neut	Nomacc	4.7108431222	Menge	Fem	Sg	Amount	5.093591167	Piat	3	5	http://www.fantastik-online.de/my/g/my_g0012.htm	3909
Es gibt natürlich auch jede	Menge animiertes Blut	, für ganz schwache Gemüter ist der Film also nicht so ohne weiteres zu empfehlen .	Acc	Blut	Neut	Nomacc	4.7108431222	Menge	Fem	Sg	Amount	5.093591167	Piat	4	2	http://www.trailerseite.de/filmkritiken/2007/die-legende-von-beowulf-filmkritik.html	3929
Offenbar reicht bei BoD ein mißliebiges Schlüsselwort , um sich der Buchproduktion zu verweigern , und das , obwohl bei BoD jede	Menge echter Schrott	verlegt wird ...	Nom	Schrott	Masc	Nom	3.8544153609	Menge	Fem	Sg	Amount	5.093591167	Piat	2	1	http://www.sfdb.de/rezis/haitel-michael--inzucht-und-die-denkbare-gesellschaft.html	3955
Wer sich etwas ausgiebiger mit WATCHEVER beschäftigt , der wird zudem feststellen , dass die Programmchefs jede	Menge uralten Schrott	unter ihr Angebot gemixt haben 80 % der Serien kamen für mich persönlich von Anfang an gar nicht in Frage .	Acc	Schrott	Masc	Acc	3.8544153609	Menge	Fem	Sg	Amount	5.093591167	Piat	6	3	http://www.giga.de/webapps/watchever/specials/watchever-im-hartetest-kann-die-film-und-serien-flatrate-tv-junkies-uberzeugen/	3957
nicht ganz so lebhaft ist und oft diskutiert hier die Redaktion mit sich selbst , aber man muss sich dafür nicht durch jede	Menge überflüssigen Schrott	klicken , weil hier gelegentlich noch richtig diskutiert wird .	Acc	Schrott	Masc	Acc	3.8544153609	Menge	Fem	Sg	Amount	5.093591167	Piat	7	8	http://www.weberberg.de/abc/texte/foren.html	3972
Das ärgerliche an GW ist halt nur das man nicht nur das eigene Spielsystem mitfinanzieren muss , sondern auch noch jede	Menge anderen Schrott	wie z. B. Saisonspiele á la Inquisitor und Mammutlizenzen für HdR .	Acc	Schrott	Masc	Acc	3.8544153609	Menge	Fem	Sg	Amount	5.093591167	Piat	5	3	http://www.tabletopwelt.de/forum/archive/index.php/t-2754.html	3981
Baal wurde nämlich als Wettergott verehrt , vor dessen Blitzen und Donnern die Menschen gehörigen Respekt hatten , von dem sie aber zugleich jede	Menge fruchtbaren Regen	erwarteten .	Acc	Regen	Masc	Acc	4.5465229224	Menge	Fem	Sg	Amount	5.093591167	Piat	4	2	http://www.reformiert-info.de/6866-0-6-9.html	4155
- Das Erstellen des Programmheftes ist - weil von der dynamischen Programmplanung direkt abhängig - ebenfalls ein Job für Leute , die neben gestalterischem und Sprachgeschick jede	Menge dickes Fell	mitbringen !	Acc	Fell	Neut	Nomacc	4.1462645068	Menge	Fem	Sg	Amount	5.093591167	Piat	5	6	http://www.fantastik-online.de/re/c/re_c0034h.htm	4271
Dass sie auch jede	Menge langes Fell	hat , ist ein Zusatzbonus .	Acc	Fell	Neut	Nomacc	4.1462645068	Menge	Fem	Sg	Amount	5.093591167	Piat	7	9	http://www.somalis-online.de/Wurfe/G-Wurf/Flamenco/flamenco.html	4281
Wie man sieht , hat sie jede	Menge wolliges Fell	und sieht einfach zum Knuddeln aus .	Acc	Fell	Neut	Nomacc	4.1462645068	Menge	Fem	Sg	Amount	5.093591167	Piat	5	8	http://www.somalis-online.de/Wurfe/H-Wurf/h-wurf.html	4284
Neben den vielen süßen Spielsachen hat Sterntaler auch jede	Menge schöne Kleidung	im Sortiment .	Acc	Kleidung	Fem	Str	4.4366587002	Menge	Fem	Sg	Amount	5.093591167	Piat	7	10	http://www.babywelt.de/beratung/geschenkideen/von-sterntaler.html	4379
Selbstverständlich gibt es auch jede	Menge erotische Kleidung	von Strappsen bis zum Krankenschwester-Kostüm .	Acc	Kleidung	Fem	Str	4.4366587002	Menge	Fem	Sg	Amount	5.093591167	Piat	6	9	http://www.gutscheinwiese.de/beate+uhse-gutschein.html	4383
Hier gibt es nicht nur jede	Menge modische Kleidung	für den Mann und die Frau , sondern aktuell auch noch alles ...	Acc	Kleidung	Fem	Str	4.4366587002	Menge	Fem	Sg	Amount	5.093591167	Piat	6	6	http://www.geiznetz.de/schnaeppchen.php	4384
Es gibt jede	Menge verschiedene Kleidung	, was der Dachdecker benötigt .	Acc	Kleidung	Fem	Str	4.4366587002	Menge	Fem	Sg	Amount	5.093591167	Piat	2	5	http://www.ntkm.de/arbeitskleidung-der-dachdecker.html	4390
Hier gibt es jede	Menge indische Kleidung	für Kinder und Erwachsene .	Acc	Kleidung	Fem	Str	4.4366587002	Menge	Fem	Sg	Amount	5.093591167	Piat	5	6	http://www.srk-fansite.de/html/body_bollywood-links.html	4400
Dafür jede	Menge hochwertiger Kunststoff	und grundsolider Stahl .	Nom	Kunststoff	Masc	Nom	4.0930222308	Menge	Fem	Sg	Amount	5.093591167	Piat	4	5	http://cars-and-details.de/aktuell/high-perfourmance-von-fg-modellsport/	4414
Das Morgenpanorama zeigt einen Industriehafen mit Hunderten von Kränen , Güterwaggons , Schlepplaster und jede	Menge aufgestapelter Stahl	, Eisenplatten , Aluminiumblöcke , Düngesalze in Säcken etc.	Dat	Stahl	Masc	Nom	4.097048965	Menge	Fem	Sg	Amount	5.093591167	Piat	7	1	http://www.idee-cruises.de/12-tage-cruise-baltikum-und-russland-auf-der-celerity-century/	4447
Seite über den hohen Norden : Hamburg , Kiel , Lübeck , Schwerin , Flensburg und Neumünster - und natürlich jede	Menge rollender Stahl	.	Nom	Stahl	Masc	Nom	4.097048965	Menge	Fem	Sg	Amount	5.093591167	Piat	6	10	http://www.mzee.com/linkprojekt/site/in/7052/graffiti-shop.html	4463
Ebenso Analogkäse - wobei mir immer noch nicht ganz klar ist , warum heute noch Analogkäse verwendet wird , wo doch längst schon jede	Menge digitaler Käse	zur Verfügung stünde .	Nom	Käse	Masc	Nom	4.1164549836	Menge	Fem	Sg	Amount	5.093591167	Piat	4	2	http://www.rsskat.de/rss/177.html	4648
Bei flüchtigem Hinsehen sieht man nur die leuchtende Materie im Haufen - aber die verzerrten Galaxien im Hintergrund zeigen sofort , daß es in den Galaxienhaufen auch jede	Menge Dunkle Materie	gibt , erklärt Peter Schneider .	Acc	Materie	Fem	Str	4.2126083731	Menge	Fem	Sg	Amount	5.093591167	Piat	1	4	http://www.weltderphysik.de/de/1110.php	4757
Jede	Menge Dunkle Materie	um isolierte elliptische Galaxie Große Verblüffung löste letztes Jahr die Entdeckung aus , daß mehrere elliptische Galaxien keine Halos aus Dunkler Materie besitzen ( Artikel 640 ) - nicht nur solche in engen Gruppen , die Halos durch Wechselwirkungen eingebüßt haben könnten , sondern auch ein isoliertes Exemplar .	Nom	Materie	Fem	Str	4.2126083731	Menge	Fem	Sg	Amount	5.093591167	Piat	1	4	http://www.astro.uni-bonn.de/~dfischer/news/970.html	4780
Weil Schlachtvieh bis zur Schlachtreife jede	Menge pflanzliche Nahrung	braucht , werden z.B. für ein Kilo Rindfleisch bis zu 20 Kilo pflanzliches Futter und bis zu 100 Liter Wasser verbraucht .	Acc	Nahrung	Fem	Str	4.3428961984	Menge	Fem	Sg	Amount	5.093591167	Piat	5	1	http://www.rainersche-post.de/kultuur_popp/fleisch-ist-kein-gemuese.php	5174
In einem Aquarium mit viel Javamoos können sich die kleinen Zwerggarnelen hervorragend schützen und finden jede	Menge hochwertige Nahrung	in und unter den Pflanzen .	Acc	Nahrung	Fem	Str	4.3428961984	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.goolive.de/forum/garnelen-zwergkrebse-gruppe-241393-1.html	5209
Wie sieht es mit der Überlebenschance der Passagiere aus , wenn bei einem Aufschlagbrand an Stelle eines " Blechflugzeugs " wie Du Dich ausdrücktest , jede	Menge zersplittertes Plastik	und Klebsoffe in Brand geraten ?	Nom	Plastik	Neut	Nomacc	3.9275551299	Menge	Fem	Sg	Amount	5.093591167	Piat	3	2	http://forum.airliners.de/lofiversion/index.php?t32302-1000.html	5387
Wir sind 2 Tage staunend durch diese Stadt gelaufen , haben jede	Menge verbleites Benzin	eingeatmet und Oldtimer beguckt .	Acc	Benzin	Neut	Nomacc	3.9911374351	Menge	Fem	Sg	Amount	5.093591167	Piat	6	7	http://www.los-viajeros.de/blog/2006/11/buenos-dias-de-habana.html	5392
Also jede	Menge neues Futter	- hoffen wir , dass sich bereits jemand die deutschen Übersetzungsrechte gesichert hat und wir deutschsprachigen Leser nicht allzulange warten müssen .	Nom	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	2	7	http://www.bestof-robb.de/newsletter/index.html	5566
Aber davor ist ja meistens noch jede	Menge anderes Futter	...	Nom	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	7	6	http://15658.homepagemodules.de/t5886f10-Wasserentzug-bei-Kolik.html	5599
Ja , jede	Menge neues Futter	für das Kommentariat zum Durchkauen hier und anderswo .	Nom	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	2	2	http://www.wiesaussieht.de//2011//11//13//philosophieren-mit-fazit//	5604
Oretachi Geasen Zoku Sono 18 : Thunder Cross Für Arcade-Fans gibt es jede	Menge neues Futter	von Hamster , einer recht kleinen japanischen Softwareschmiede ( mit einem zugegebenermaßen äußerst coolen Namen ) .	Acc	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.playstation2magazin.de/spieletests.html	5618
Fans von Dark Tranquillity , In Flames oder God Dethroned finden hier jede	Menge gutes Futter	.	Acc	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	4	6	http://www.heavyhardes.de/review-5029.html	5623
Doch nun mal ganz von Vorne : Als Erstes merken wir das , wenn Dosine vom Einkauf zurück kommt und hat für uns jede	Menge lecker Futter	eingekauft !	Acc	Futter	Neut	?	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.kitticat.de/archive/index.php/t-1625.html	5630
Oretachi Geasen Zoku Sono 19 : Trio The Punch Für Arcade-Fans gibt es jede	Menge neues Futter	von Hamster , einer recht kleinen japanischen Softwareschmiede ( mit einem zugegebenermaßen äußerst coolen Namen ) .	Acc	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.playstation2magazin.de/spieletests.html	5633
Sie hatte zwar die ersten drei Tage soviel Kolostrum , daß sie zwei Würfe hätte ernähren können , aber danach wurde die Milch deutlich weniger , obwohl die Hündin fit war und jede	Menge gehaltvolles Futter	bekam .	Acc	Futter	Neut	Nomacc	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	6	5	http://forum.deine-tierwelt.de/archive/index.php/t-37293.html	5640
Im nördlichsten Heilbad Deutschlands gibt es nicht nur jede	Menge weißen Sand	und frische Luft , sondern auch viel zu sehen .	Acc	Sand	Masc	Acc	4.4435696241	Menge	Fem	Sg	Amount	5.093591167	Piat	5	5	http://www.sylt-tourismus.de/seiten/ortsinfos.htm	5733
Schnee gibt es zurzeit genug und sollte es doch wieder etwas wärmer werden , sorgen die Willinger Schneekanonen und auch die Skihalle in Neuss für jede	Menge weißes Gold	.	Acc	Gold	Neut	Nomacc	4.6218635438	Menge	Fem	Sg	Amount	5.093591167	Piat	3	6	http://www.willingen.de/singleansicht/artikel/alle-guten-dinge-sind-drei-willingen-freut-sich-ueber-winter-wellness-und-weltcup-skispringen/?type=1%26cHash=7886a02c813b70e1c923e00be59b2efa	5821
Vor kurzem habe ich auf der Rückseite eines Briefumschlags errechnet , dass seit dem Amtsantritt des Fed-Vorsitzenden Alan Greenspan für jede	Feinunze neuen Goldes	6.125 Dollar gedruckt wurden .	Acc	Gold	Neut	Gen	4.6218635438	Feinunze	Fem	Sg	Weight	2.5765716841	Piat	5	1	http://www.investor-verlag.de/dollarkrise-und-gold/105902465/	5872
Natürlich gab 's noch viel , viel mehr , auch viel Lärm um nichts und jede	Menge heiße Luft	.	Acc	Luft	Fem	Str	4.96865103	Menge	Fem	Sg	Amount	5.093591167	Piat	7	5	http://organisationen.freepage.de/cgi-bin/feets/freepage_ext/41030x030A/rewrite/joeruther/adj-dateien/expo2.htm	5910
Und im Handgepäck brachte die amerikanische Delegation Vorhersehbares mit - jede	Menge dicker Luft	.	Acc	Luft	Fem	Obl	4.96865103	Menge	Fem	Sg	Amount	5.093591167	Piat	2	2	http://www.wortwarte.de/Archiv/Datum/d010616.html	5946
Dufte Videos , jede	Menge frische Luft	und Bewegung und gut sieht es auch noch aus .	Nom	Luft	Fem	Str	4.96865103	Menge	Fem	Sg	Amount	5.093591167	Piat	5	4	http://www.pop64.de/2009/08/	5962
Daher war es reine Zickerei , jede	Menge heiße Luft	und ne groß aufgerissene Klappe mit nix dahinter .	Nom	Luft	Fem	Str	4.96865103	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.ioff.de/archive/index.php/t-286501-p-47.html	5988
Sonst immer jede	Menge kustiges Zeugs	.	Nom	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	1	6	http://www.blogscene.de/Lustige/index6.html	6063
Wenn wir an Kriegskunst denken , dann fällt den meisten dazu nur jede	Menge asiatisches Zeug	ein .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	1	2	http://www.psds.de/interessantes.php	6071
Am Boden lag jede	Menge unnützes Zeugs	.	Nom	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	7	http://www.maedchen.de/pretty-sweet-girlys-blog/leseprobe-170182.html	6073
In eBay , in Kleinanzeigen findet man jede	Menge gebrauchtes Zeug	zu kaufen .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	4	2	http://www.justchords.de/bass/faq/firstbass.html	6080
14 Tage künstliches Koma damit alle Bewegungen ausgeschlossen werden , ... man träumt jede	Menge krasses Zeug	und hält das dann tatächlich für real !	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	6	http://www.mx-forum.de/offtopic-f7/seid-ihr-schon-mal-operiert-worden--t37599-s15.html	6082
Beim Klick auf " Finden und Buchen " dann stoße ich nicht etwa auf eine Maske , in der ich Abfahrts - und Zielterminal eingeben kann ( beispielsweise von Hamburg-Altona nach Kiruna ) , sondern auf jede	Menge wirres Zeug	, das selbst nach einem Klick auf " Finden und buchen Sie Ihre gewünschte Verbindung " nicht zu einem vernünftigen Ergebnis führt .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	2	http://www.thilo-baum.de/lounge/reisen/webseiten-gurke-des-jahres/	6083
in Weltkrieg II ein bevorzugtes Ziel , Wenn die da anfangen zu buddeln , werden die noch auf jede	Menge altes Zeug	 Bomben stoßen , die sie bisher noch nicht lokalisieren und somit beseitigen konnten .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.martialartsboard.de/archive/index.php?t-1209.html	6085
" , konterte Anna und begann wütend , wahllos Klamotten , Bücher und jede	Menge anderes Zeug	in eine Reisetasche zu werfen .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://forum.pop24.de/archive/index.php/t-18204.html	6086
Heute jede	Menge geiles Zeugs	bekommen .	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.light-bikes.de/forum/archive/index.php/t-1048-p-7.html	6090
Ansonsten - hoffe die Bilder sind nicht irgendwann langweilig - gab es wieder jede	Menge leckeres Zeug	fürs Bärchen !	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	9	http://cutecrazyknut.blog.de/2007/11/	6091
Wir haben nicht nur Lima ein wenig erkundet und jede	Menge praktisches Zeug	gemacht , wie neue Handys zu kaufen , Bankkonto einzurichten , Nachtleben erkunden ... sondern haben gestern auch eine alternative Stadtrundfahrt gemacht , über die ich ein bisschen erzählen möchte .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	2	http://amelie-peru.auslandsblog.de/2010/09/	6102
Ist bestimmt jede	Menge ungesundes Zeug	drin und dient wohl eher dem Auge des Besitzers .	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.meerschwein-community.de/archive/index.php/thread-678.html	6105
Nicht nur Pröbchen , sondern auch jede	Menge anderes Zeug	.	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.fragdiegurus.de/probenwahnsinn/	6108
Wo es hier gerade um Preise geht : Schaut mal bei uriblank vorbei , da gibt es sowohl Rapidographen also auch Copic-Marker ( und jede	Menge anderes Zeug	) recht billig .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.comicforum.de/archive/index.php/t-27827.html	6109
Weiss jetzt nicht ob das hier schon erwähnt wurde aber da läuft so ein komischer Strauss durch die Gegend der hat fette Beute bei sich :D Unter anderem knappe 50 000 Auras und jede	Menge anderes Zeugs	wie zb Magiekarten .	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.xblsenioren.de/forum/archive/index.php/t-5688-p-2.html	6111
Hier wird immer jede Menge gelacht und natürlich jede	Menge tolles Zeug	versteigert .	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.anime-otakus.de/anime-marathon-2010/	6119
Auf ihrer Website haben die übrigens noch jede	Menge anderes Zeugs	.	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	4	http://apfelknacker.de/2008/03/	6120
Auch so jede	Menge interessantes Zeugs	bei .	Nom	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	6	http://www.consolewars.de/messageboard/archive/index.php/t-65262-p-3.html	6121
Natürlich hat dieser andere Pläne und findet in dem Turm auch andere Dinge à la " Die Maske " , die Laterne von Green L. , R 2 D 2 , den Darth Vader Helm und jede	Menge anderes Zeug	.	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	2	http://www.comicfanpage.de/rezensionsarchiv/infinity/topcowsonderheft8.htm	6125
In zehn Minuten kann man eine Tasse Kaffee trinken und zwei Zigaretten rauchen und jede	Menge dummes Zeugs	quatschen .	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	1	http://potsdamer-buergerzeitung.de/literarisches/blei_in_den_fluegeln_episode_21.html	6126
